	KeyBert	KeyBert_Freq	TextRank_NOUN	TextRank_NOUN_Freq	TextRank_PROPN	TextRank_PROPN_Freq	TextRank_VERB	TextRank_VERB_Freq	SingleRank_NOUN	SingleRank_NOUN_Freq	SingleRank_PROPN	SingleRank_PROPN_Freq	SingleRank_VERB	SingleRank_VERB_Freq	PositionRank_NOUN	PositionRank_NOUN_Freq	PositionRank_PROPN	PositionRank_PROPN_Freq	PositionRank_VERB	PositionRank_VERB_Freq	MultipartiteRank	MultipartiteRank_Freq	Yake_NOUN	Yake_NOUN_Freq	Yake_PROPN	Yake_PROPN_Freq	Yake_VERB	Yake_VERB_Freq	sCAKE_NOUN	sCAKE_NOUN_Freq	sCAKE_PROPN	sCAKE_PROPN_Freq	sCAKE_VERB	sCAKE_VERB_Freq	SGRank_NOUN	SGRank_NOUN_Freq	SGRank_PROPN	SGRank_PROPN_Freq	SGRank_VERB	SGRank_VERB_Freq
89	long	39.0	device	14.0	uk limited	2.0	manage	9.0	device	14.0	uk limited	2.0	manage	9.0	device	14.0	uk limited	2.0	manage	9.0	practice	22	instruction	15.0	jaumo	3.0	manage	10.0	country	13.0	privacy officer	1.0	amend	7.0	security	15.0	york	3.0	respond	10.0
90	modify	38.0	resident	14.0	professional	2.0	agree	9.0	resident	14.0	professional	2.0	agree	9.0	resident	14.0	professional	2.0	agree	9.0	detail	21	company	15.0	id	3.0	live	10.0	contact information	13.0	mopub partners	1.0	control	7.0	profiling	15.0	new	3.0	automate	9.0
91	app	36.0	cookie	14.0	south colonnade	2.0	allow	9.0	cookie	14.0	south colonnade	2.0	allow	9.0	cookie	14.0	south colonnade	2.0	allow	9.0	personal datum	21	system	15.0	lingodeer	3.0	refer	10.0	cookie	13.0	twitters data protection officer	1.0	manage	7.0	art	14.0	w	3.0	allege	9.0
92	party	35.0	instruction	13.0	mobile war	2.0	state	8.0	instruction	13.0	mobile war	2.0	state	8.0	instruction	13.0	mobile war	2.0	state	8.0	need	21	security	15.0	u.s.-based	3.0	respond	10.0	profiling	13.0	carly solutions gmbh co kg	1.0	contain	7.0	term	14.0	interactive	3.0	agree	9.0
93	way	35.0	portability	13.0	alexadra games	2.0	disable	8.0	portability	13.0	alexadra games	2.0	disable	8.0	portability	13.0	alexadra games	2.0	disable	8.0	collection	21	profiling	15.0	analytics	3.0	automate	9.0	person	12.0	digital advertising alliances	1.0	supplement	7.0	query	14.0	suite	3.0	allow	9.0
94	page	35.0	system	13.0	overmobile	2.0	automate	8.0	system	13.0	overmobile	2.0	automate	8.0	system	13.0	overmobile	2.0	automate	8.0	review	20	art	14.0	co	3.0	allege	9.0	charge	12.0	des petites ecuries c	1.0	process base	7.0	country	14.0	south	3.0	state	8.0
95	withdraw	35.0	term	13.0	minimum	2.0	notify	8.0	term	13.0	minimum	2.0	notify	8.0	term	13.0	minimum	2.0	notify	8.0	feel	20	term	14.0	france	3.0	file	9.0	infringement	12.0	supervisory authority autoriteit persoonsgegevens	1.0	contest	7.0	number	14.0	mobile	3.0	disable	8.0
96	website	35.0	respect	13.0	-emailand	2.0	oppose	8.0	respect	13.0	-emailand	2.0	oppose	8.0	respect	13.0	-emailand	2.0	oppose	8.0	situation	20	country	14.0	barbara	3.0	agree	9.0	mean	12.0	personal data protection commission	1.0	address	7.0	activity	14.0	zuuks	3.0	erasure	8.0
97	ground	34.0	country	13.0	trustarc	2.0	erasure	8.0	country	13.0	trustarc	2.0	erasure	8.0	country	13.0	trustarc	2.0	erasure	8.0	case	20	resident	14.0	strozzilaan	3.0	allow	9.0	resident	12.0	internet privacy policy	1.0	make	6.0	communication	14.0	cyprus	3.0	make	8.0
98	profile	34.0	inaccuracy	12.0	customer support	2.0	make	8.0	inaccuracy	12.0	customer support	2.0	make	8.0	inaccuracy	12.0	customer support	2.0	make	8.0	reach	20	number	14.0	amsterdam	3.0	state	8.0	example	12.0	internet privacy policy administrator	1.0	export	6.0	business	14.0	icbc	3.0	work	8.0
99	store	33.0	person	12.0	icbc	2.0	amend	8.0	person	12.0	icbc	2.0	amend	8.0	person	12.0	icbc	2.0	amend	8.0	data controller	20	business	14.0	commission	3.0	disable	8.0	inaccuracy	11.0	eprivacy gmbh	1.0	reach	6.0	browser	13.0	code	3.0	infringe	8.0
100	commonly	33.0	objection	12.0	homer	2.0	forget	8.0	objection	12.0	homer	2.0	forget	8.0	objection	12.0	homer	2.0	forget	8.0	transfer	19	browser	13.0	interactive	3.0	notify	8.0	term	11.0	prof	1.0	complete	6.0	system	13.0	nekki	3.0	post	8.0
101	directly	33.0	account information	12.0	-urlor	2.0	infringe	8.0	account information	12.0	-urlor	2.0	infringe	8.0	account information	12.0	-urlor	2.0	infringe	8.0	art	19	respect	13.0	w	3.0	oppose	8.0	objection	11.0	tap4fun co. ltd	1.0	access modify	6.0	respect	13.0	law	3.0	supplement	8.0
102	age	33.0	infringement	12.0	musescore	2.0	complete	8.0	charge	12.0	musescore	2.0	complete	8.0	charge	12.0	musescore	2.0	complete	8.0	relation	19	objection	13.0	new	3.0	erasure	8.0	form	11.0	privacy administrator	1.0	identify	6.0	objection	13.0	st	3.0	notify	7.0
103	incomplete	32.0	mean	12.0	privacy settings	2.0	live	8.0	infringement	12.0	privacy settings	2.0	live	8.0	infringement	12.0	privacy settings	2.0	live	8.0	application	19	link	13.0	york	3.0	make	8.0	account information	11.0	chengdu sichuan china	1.0	locate	6.0	resident	13.0	centre	3.0	oppose	7.0
104	share	32.0	example	12.0	e 51st st austin tx	2.0	post	8.0	example	12.0	rooster teeth productions llc	2.0	post	8.0	mean	12.0	rooster teeth productions llc	2.0	post	8.0	deletion	19	provider	13.0	tandem	3.0	forget	8.0	data protection	10.0	tianfu	1.0	specify	6.0	link	13.0	itv	3.0	undergo	7.0
105	write	32.0	form	11.0	rooster teeth productions llc	2.0	supplement	8.0	e	11.0	e 51st st austin tx	2.0	supplement	8.0	example	12.0	e 51st st austin tx	2.0	supplement	8.0	comment	19	activity	13.0	suite	3.0	infringe	8.0	guardian	10.0	tile inc.	1.0	edit	6.0	provider	13.0	w1	3.0	export	7.0
106	relevant	31.0	charge	11.0	legal department	2.0	direct	8.0	form	11.0	legal department	2.0	direct	8.0	form	11.0	legal department	2.0	direct	8.0	follow	19	example	13.0	south	3.0	work	8.0	data subject	10.0	s el camino real suite	1.0	disable	6.0	example	13.0	house	3.0	reside	7.0
107	require	31.0	issue	11.0	saygames	2.0	undergo	7.0	mean	11.0	saygames	2.0	undergo	7.0	issue	11.0	saygames	2.0	undergo	7.0	order	19	communication	13.0	-emailor	3.0	post	8.0	link	10.0	san mateo	1.0	refer	6.0	exercise	13.0	road	3.0	live	7.0
108	free	31.0	data protection	10.0	belarus minsk	2.0	continue	7.0	issue	11.0	belarus minsk	2.0	continue	7.0	data protection	10.0	belarus minsk	2.0	continue	7.0	marketing	19	exercise	13.0	mobile	3.0	supplement	8.0	inquiry	10.0	privacy team thomson reuters	1.0	download	6.0	person	12.0	sega	3.0	mail	7.0
109	game	29.0	condition	10.0	topface	2.0	export	7.0	data protection	10.0	topface	2.0	export	7.0	condition	10.0	topface	2.0	export	7.0	concern regard	19	inaccuracy	12.0	technologies	3.0	direct	8.0	condition	9.0	canary wharf london	1.0	click	6.0	registration	12.0	singapore	2.0	offer	7.0
110	necessary	29.0	company	10.0	direct	2.0	mail	7.0	condition	10.0	direct	2.0	mail	7.0	company	10.0	direct	2.0	mail	7.0	correction	18	person	12.0	zuuks	3.0	undergo	7.0	company	9.0	statement	1.0	consent	6.0	charge	12.0	art	2.0	contain	7.0
111	edit	28.0	guardian	10.0	irish data protection commission	2.0	offer	7.0	company	10.0	irish data protection commission	2.0	offer	7.0	guardian	10.0	irish data protection commission	2.0	offer	7.0	parent	18	registration	12.0	cyprus	3.0	export	7.0	system	9.0	data protection officer thomson reuters	1.0	list	6.0	infringement	12.0	metro	2.0	contest	7.0
112	limit	28.0	choice	10.0	principles	2.0	contain	7.0	guardian	10.0	principles	2.0	contain	7.0	choice	10.0	principles	2.0	contain	7.0	visit	18	charge	12.0	tantan	3.0	reside	7.0	freedom	9.0	canary wharf london e14	1.0	meet	5.0	preference	12.0	mopub	2.0	file	7.0
113	collection	28.0	data subject	10.0	yumobi tekhnolodzhi ooo	2.0	process base	7.0	choice	10.0	yumobi tekhnolodzhi ooo	2.0	process base	7.0	data subject	10.0	yumobi tekhnolodzhi ooo	2.0	process base	7.0	respect	17	infringement	12.0	medium	3.0	mail	7.0	query	9.0	twitch services	1.0	check	5.0	mean	12.0	partner	2.0	download	7.0
114	submit	28.0	link	10.0	yumobi tekhnolodzhi ooo support	2.0	contest	7.0	data subject	10.0	yumobi tekhnolodzhi ooo support	2.0	contest	7.0	link	10.0	yumobi tekhnolodzhi ooo support	2.0	contest	7.0	note	17	preference	12.0	code	3.0	offer	7.0	datum protection	9.0	twitch interactive inc.	1.0	rely	5.0	inquiry	12.0	demand	2.0	list	7.0
115	transmit	27.0	inquiry	10.0	camel games	2.0	download	7.0	link	10.0	camel games	2.0	download	7.0	inquiry	10.0	camel games	2.0	download	7.0	resolve	17	mean	12.0	amino	3.0	contain	7.0	suggestion	9.0	bush street	1.0	enter	5.0	inaccuracy	11.0	publisher	2.0	refer	7.0
116	customer	26.0	freedom	9.0	flaregames	2.0	list	7.0	inquiry	10.0	flaregames	2.0	list	7.0	freedom	9.0	flaregames	2.0	list	7.0	let	17	inquiry	12.0	nekki	3.0	contest	7.0	mail address	9.0	vertigo games sepapaja	1.0	follow apply	5.0	disclosure	11.0	efta	2.0	protect	7.0
117	basis	26.0	profile	9.0	privacy policy administrator	2.0	protect	7.0	freedom	9.0	privacy policy administrator	2.0	protect	7.0	profile	9.0	privacy policy administrator	2.0	protect	7.0	question comment	17	disclosure	11.0	law	3.0	download	7.0	choice	9.0	tallinn	1.0	seek	5.0	member	11.0	gmbh	2.0	affect	7.0
118	know	26.0	datum protection	9.0	section	2.0	affect	7.0	profile	9.0	section	2.0	affect	7.0	e	9.0	section	2.0	affect	7.0	delay	16	site	11.0	st	3.0	list	7.0	issue	9.0	estonia	1.0	grant	5.0	advertising	11.0	digital	2.0	handle	6.0
119	particular	26.0	site	9.0	bdsg	2.0	cease	7.0	datum protection	9.0	bdsg	2.0	cease	7.0	datum protection	9.0	bdsg	2.0	cease	7.0	require	16	member	11.0	saygames	3.0	protect	7.0	security	9.0	netherlands data authority	1.0	ensure	5.0	condition	10.0	hn	2.0	enter	6.0
120	case	26.0	officer	9.0	google account	2.0	add	6.0	site	9.0	google account	2.0	add	6.0	site	9.0	google account	2.0	add	6.0	addition	16	advertising	11.0	periscope	3.0	affect	7.0	establishment exercise	9.0	mobile war	1.0	take	5.0	tool	10.0	persoonsgegevens	2.0	think	6.0
121	correction	25.0	mail address	9.0	itv	2.0	handle	6.0	officer	9.0	itv	2.0	handle	6.0	officer	9.0	itv	2.0	handle	6.0	accuracy	16	condition	10.0	centre	3.0	cease	7.0	defense	9.0	information	1.0	unsubscribe	5.0	guardian	10.0	autoriteit	2.0	hesitate	6.0
122	form	25.0	floor	9.0	faubourg saint	2.0	think	6.0	mail address	9.0	faubourg saint	2.0	think	6.0	mail address	9.0	faubourg saint	2.0	think	6.0	reason	16	tool	10.0	headspace	3.0	handle	6.0	compliance	9.0	data request portal	1.0	access edit	5.0	site	10.0	social	2.0	seek	6.0
123	opt	25.0	security	9.0	homa games	2.0	hesitate	6.0	floor	9.0	homa games	2.0	hesitate	6.0	floor	9.0	homa games	2.0	hesitate	6.0	complain	16	guardian	10.0	itv	3.0	enter	6.0	contract	8.0	personal data request portal	1.0	occur	5.0	dispute	10.0	44th	2.0	identify	6.0
124	state	24.0	establishment exercise	9.0	fireproof	2.0	access modify	6.0	security	9.0	fireproof	2.0	access modify	6.0	security	9.0	fireproof	2.0	access modify	6.0	personal data	16	dispute	10.0	w1	3.0	think	6.0	data processing	8.0	zynga inc.	1.0	close	5.0	choice	10.0	internet	2.0	specify	6.0
125	log	24.0	defense	9.0	great west road brentford middlesex tw8	2.0	seek	6.0	establishment exercise	9.0	great west road brentford middlesex tw8	2.0	seek	6.0	establishment exercise	9.0	sega europe limited customer services	2.0	seek	6.0	find	16	choice	10.0	house	3.0	hesitate	6.0	disclosure	8.0	customer support page	1.0	go	5.0	performance	10.0	profile	2.0	forget	6.0
126	application	24.0	compliance	9.0	sega europe limited customer services	2.0	identify	6.0	defense	9.0	sega europe limited customer services	2.0	identify	6.0	defense	9.0	great west road brentford middlesex tw8	2.0	identify	6.0	personal information	16	performance	10.0	fireproof	3.0	seek	6.0	profile	8.0	street san francisco	1.0	try	5.0	matter	10.0	professional	2.0	complain	6.0
127	european	24.0	provision	9.0	mcdonald	2.0	specify	6.0	compliance	9.0	mcdonald	2.0	specify	6.0	compliance	9.0	mcdonald	2.0	specify	6.0	demand	15	matter	10.0	sega	3.0	identify	6.0	product	8.0	authority	1.0	affect	5.0	notice	10.0	wharf	2.0	report	6.0
128	eu	24.0	contract	8.0	mortimer street london w1 t	2.0	report	6.0	provision	9.0	mortimer street london w1 t	2.0	report	6.0	provision	9.0	mortimer street london w1 t	2.0	report	6.0	email address	15	notice	10.0	road	3.0	specify	6.0	attn	8.0	protection	1.0	maintain	5.0	list	9.0	canary	2.0	mention	6.0
129	incorrect	23.0	data processing	8.0	boyne tower bull ring lagavooren drogheda co	2.0	mention	6.0	contract	8.0	data privacy management grci law limited	2.0	mention	6.0	contract	8.0	data privacy management grci law limited	2.0	mention	6.0	contact information	15	list	9.0	playdemic	3.0	report	6.0	violation	8.0	personal information protection act	1.0	add	4.0	freedom	9.0	team	2.0	close	6.0
130	transfer	23.0	disclosure	8.0	data privacy management grci law limited	2.0	refuse	6.0	data processing	8.0	boyne tower bull ring lagavooren drogheda co	2.0	refuse	6.0	data processing	8.0	boyne tower bull ring lagavooren drogheda co	2.0	refuse	6.0	game	15	f	9.0	singapore	2.0	mention	6.0	provision	8.0	gdask poland	1.0	establish	4.0	option	9.0	colonnade	2.0	click	6.0
131	emailor	23.0	recipient	8.0	governance europe	2.0	close	6.0	disclosure	8.0	governance europe	2.0	close	6.0	disclosure	8.0	governance europe	2.0	close	6.0	data protection	14	freedom	9.0	livu	2.0	refuse	6.0	processing activity	8.0	zacna	1.0	oppose	4.0	recipient	9.0	-emailor	2.0	try	6.0
132	feel	22.0	e	8.0	head	2.0	click	6.0	recipient	8.0	head	2.0	click	6.0	recipient	8.0	head	2.0	click	6.0	learn	14	option	9.0	metro	2.0	close	6.0	recipient	7.0	street	1.0	erasure	4.0	place	9.0	bush	2.0	consent	6.0
133	need	22.0	product	8.0	spotify	2.0	try	6.0	product	8.0	spotify	2.0	try	6.0	product	8.0	spotify	2.0	try	6.0	restrict processing	14	recipient	9.0	mopub	2.0	click	6.0	site	7.0	carx technologies limited	1.0	enforce	4.0	violation	9.0	war	2.0	meet	5.0
134	13	22.0	writing	8.0	spotify usa inc	2.0	consent	6.0	writing	8.0	spotify usa inc	2.0	consent	6.0	writing	8.0	spotify usa inc	2.0	consent	6.0	content	14	place	9.0	partner	2.0	try	6.0	member	7.0	user experience improvement program location access	1.0	delete object	4.0	defense	9.0	portal	2.0	appoint	5.0
135	reach	22.0	attn	8.0	privacy office	2.0	meet	5.0	violation	8.0	privacy office	2.0	meet	5.0	attn	8.0	privacy office	2.0	meet	5.0	obligation	14	floor	9.0	publisher	2.0	consent	6.0	floor	7.0	mi account	1.0	decline	4.0	establishment	9.0	request	2.0	check	5.0
136	identifiable	22.0	violation	8.0	netflix	2.0	appoint	5.0	processing activity	8.0	netflix	2.0	appoint	5.0	violation	8.0	netflix	2.0	appoint	5.0	privacy practice	14	violation	9.0	demand	2.0	meet	5.0	browser	7.0	email	1.0	work	4.0	compliance	9.0	act	2.0	rely	5.0
137	general	21.0	processing activity	8.0	suntec tower	1.0	check	5.0	datum controller	7.0	suntec tower	1.0	check	5.0	processing activity	8.0	suntec tower	1.0	check	5.0	edit	13	establishment	9.0	efta	2.0	appoint	5.0	writing	7.0	european economic area canada costa rica	1.0	sign	4.0	provision	9.0	alexadra	2.0	arise	5.0
138	resolve	21.0	datum controller	7.0	temasek	1.0	rely	5.0	decision	7.0	temasek	1.0	rely	5.0	removal	7.0	temasek	1.0	rely	5.0	system	13	defense	9.0	gmbh	2.0	check	5.0	event	7.0	lockhart ro wan chai h.k	1.0	mean	4.0	decision	8.0	technologies	2.0	mean	5.0
139	following	21.0	decision	7.0	jagex limited	1.0	enter	5.0	option	7.0	jagex limited	1.0	enter	5.0	datum controller	7.0	jagex limited	1.0	enter	5.0	claim	13	compliance	9.0	digital	2.0	rely	5.0	jurisdiction	7.0	rm	1.0	handle	4.0	feature	8.0	user	2.0	decide	5.0
140	stop	20.0	option	7.0	para	1.0	reside	5.0	member	7.0	para	1.0	reside	5.0	option	7.0	para	1.0	reside	5.0	device	13	provision	9.0	hn	2.0	arise	5.0	notice	7.0	lockhart	1.0	decide	4.0	team	8.0	avenue	2.0	grant	5.0
141	additional	20.0	member	7.0	jaumos	1.0	follow apply	5.0	browser	7.0	jaumos	1.0	follow apply	5.0	member	7.0	jaumos	1.0	follow apply	5.0	form	13	decision	8.0	persoonsgegevens	2.0	mean	5.0	ability	7.0	dvapps ab	1.0	live	4.0	product	8.0	nicosia	2.0	ensure	5.0
142	art	20.0	browser	7.0	id	1.0	arise	5.0	date	7.0	id	1.0	arise	5.0	browser	7.0	id	1.0	arise	5.0	mean	13	feature	8.0	autoriteit	2.0	decide	5.0	tool	6.0	dvloper	1.0	respect	4.0	date	8.0	microsoft	2.0	help	5.0
143	situation	20.0	date	7.0	account	1.0	mean	5.0	enquiry	7.0	account	1.0	mean	5.0	date	7.0	account	1.0	mean	5.0	ground relate	13	team	8.0	social	2.0	grant	5.0	prejudice	6.0	easybrain ltd	1.0	help	4.0	writing	8.0	representative	2.0	take	5.0
144	local	19.0	enquiry	7.0	apps	1.0	decide	5.0	attn	7.0	apps	1.0	decide	5.0	enquiry	7.0	apps	1.0	decide	5.0	delete information	13	product	8.0	internet	2.0	e	5.0	file	6.0	krinou street	1.0	stop process	4.0	help	8.0	business	2.0	unsubscribe	5.0
145	obligation	19.0	event	7.0	designated countriemay	1.0	grant	5.0	event	7.0	designated countriemay	1.0	grant	5.0	event	7.0	designated countriemay	1.0	grant	5.0	file	12	writing	8.0	44th	2.0	ensure	5.0	data protection law	6.0	limassol cyprus	1.0	adjust	4.0	year	8.0	-urlor	2.0	conduct	5.0
146	apply	19.0	jurisdiction	7.0	freedom circle	1.0	ensure	5.0	jurisdiction	7.0	santa clara	1.0	ensure	5.0	jurisdiction	7.0	santa clara	1.0	ensure	5.0	term	12	help	8.0	profile	2.0	help	5.0	removal	6.0	oval	1.0	head	4.0	file	7.0	game	2.0	confirm	5.0
147	device	19.0	matter	7.0	santa clara	1.0	indicate	5.0	matter	7.0	freedom circle	1.0	indicate	5.0	matter	7.0	freedom circle	1.0	indicate	5.0	query	12	year	8.0	professional	2.0	take	5.0	type	6.0	stakhanovskaya	1.0	mail	4.0	owner	7.0	lion	2.0	occur	5.0
148	parent	19.0	notice	7.0	privacy laws	1.0	take	5.0	notice	7.0	privacy laws	1.0	take	5.0	notice	7.0	privacy laws	1.0	take	5.0	post	12	attn	8.0	team	2.0	unsubscribe	5.0	datum controller	6.0	technopark perm	1.0	confirm	4.0	period	7.0	studios	2.0	refuse	5.0
149	let	19.0	ability	7.0	metros privacy officer	1.0	unsubscribe	5.0	ability	7.0	metros privacy officer	1.0	unsubscribe	5.0	ability	7.0	metro	1.0	unsubscribe	5.0	charge	12	file	7.0	colonnade	2.0	welcome	5.0	decision	6.0	strovolos avenue petousis	1.0	conduct	4.0	e	7.0	medium	2.0	desire	5.0
150	entitled	18.0	record	7.0	metro customer service	1.0	welcome	5.0	record	7.0	metro customer service	1.0	welcome	5.0	record	7.0	metros privacy officer	1.0	welcome	5.0	suggestion	12	removal	7.0	canary	2.0	conduct	5.0	option	6.0	strovolos nicosia cyprus	1.0	arise	4.0	floor	7.0	civil	2.0	display	5.0
151	demand	18.0	tool	6.0	privacy officer	1.0	access edit	5.0	tool	6.0	privacy officer	1.0	access edit	5.0	tool	6.0	metro customer service	1.0	access edit	5.0	opt	12	owner	7.0	wharf	2.0	confirm	5.0	instance	6.0	personal data protection	1.0	mention	4.0	phone	7.0	settings	2.0	go	5.0
152	office	18.0	prejudice	6.0	mobisystems inc	1.0	conduct	5.0	f	6.0	mobisystems inc	1.0	conduct	5.0	prejudice	6.0	privacy officer	1.0	conduct	5.0	describe	12	period	7.0	bush	2.0	occur	5.0	work	6.0	commissioner	1.0	reside	4.0	control	7.0	tx	2.0	maintain	5.0
153	member	18.0	file	6.0	flurry analytics	1.0	confirm	5.0	prejudice	6.0	flurry analytics	1.0	confirm	5.0	file	6.0	mobisystems inc	1.0	confirm	5.0	general data protection regulation	11	phone	7.0	war	2.0	desire	5.0	profile information	6.0	genera games s.l cardenal bueno monreal	1.0	refuse	4.0	storage	7.0	austin	2.0	deactivate	5.0
154	note	18.0	data protection law	6.0	mopubs	1.0	occur	5.0	file	6.0	mopubs	1.0	occur	5.0	data protection law	6.0	flurry analytics	1.0	occur	5.0	enable	11	control	7.0	portal	2.0	display	5.0	control	6.0	sevilla spain	1.0	access rectify	4.0	confirmation	7.0	51st	2.0	cease	5.0
155	content	18.0	removal	6.0	mopub partners	1.0	desire	5.0	data protection law	6.0	mopub partners	1.0	desire	5.0	type	6.0	mopubs	1.0	desire	5.0	person	11	storage	7.0	request	2.0	go	5.0	year	6.0	planta	1.0	desire	4.0	attn	7.0	e	2.0	establish	4.0
156	visit	18.0	type	6.0	twitters data protection officer	1.0	display	5.0	removal	6.0	twitters data protection officer	1.0	display	5.0	decision	6.0	mopub partners	1.0	display	5.0	inform	11	date	7.0	act	2.0	maintain	5.0	enquiry	6.0	microsoft chief privacy officer	1.0	display	4.0	event	7.0	productions	2.0	enforce	4.0
157	16	17.0	post	6.0	carly solutions gmbh co kg	1.0	go	5.0	type	6.0	carly solutions gmbh co kg	1.0	go	5.0	post	6.0	twitters data protection officer	1.0	go	5.0	datum protection	11	enquiry	7.0	alexadra	2.0	deactivate	5.0	extent	6.0	eu data protection officer	1.0	deactivate	4.0	jurisdiction	7.0	teeth	2.0	assert	4.0
158	responsible	17.0	support team	6.0	paypal	1.0	maintain	5.0	post	6.0	paypal	1.0	maintain	5.0	support team	6.0	carly solutions gmbh co kg	1.0	maintain	5.0	country	11	confirmation	7.0	overmobile	2.0	establish	4.0	step	6.0	netmarble	1.0	create	4.0	balancing	7.0	rooster	2.0	decline	4.0
159	available	17.0	instance	6.0	digital advertising alliances	1.0	deactivate	5.0	support team	6.0	digital advertising alliances	1.0	deactivate	5.0	instance	6.0	paypal	1.0	deactivate	5.0	consider	11	event	7.0	app	2.0	enforce	4.0	customer	6.0	privacy protection department	1.0	load	3.0	ability	7.0	id	2.0	sign	4.0
