sentence,accessNouns,rightNouns,rightVerbs,accessVerbs,rightObject,accessPrep
for general information please feel free to contact us via our contact service page url,nah,nah,nah,nah,,
you may update or correct your account information at any time by logging in to your account,['your account'],['your account information'],nah,nah,,
you may edit or delete the answers that you post at any time,nah,['the answers'],nah,nah,,
if you are a california resident and would like to request this information please submit your request in an email to email,nah,['this information'],nah,nah,,
if you have any questions about our practices or this privacy policy please contact us at email or send mail to,nah,nah,nah,nah,,
accessing and updating your personal information,nah,nah,['update'],nah,,
r2games will do everything in our power by using the appropriate technologies to ensure that you can access update and revise your registration information or to use other personal information provided by r2games services,nah,nah,['revise'],nah,,
you can modify change update or delete your personal information at any time,['change update'],nah,"['modify', 'modify']",nah,,
if you do not agree to our storing or using your information please inform us and we will delete or stop using your information per your request,nah,nah,['stop'],nah,,
if you have any questions or concerns about the privacy policy as stated above you can contact us via the methods below,nah,nah,nah,nah,,
if you have any questions regarding these terms and conditions or the rules of conduct please contact our customer service by visiting the following link url,nah,nah,nah,nah,,
